iid,gender,wave,pid,match,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,dec,attr,sinc,intel,fun,amb,shar,like
222,1,9,195,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,0,6,3,8,3,3,2,4
222,1,9,196,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,7,6,5,3,4,5,6
222,1,9,197,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,8,4,7,6,7,5,8
222,1,9,198,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,0,4,7,8,5,6,2,4
222,1,9,199,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,10,7,9,8,6,7,8
222,1,9,200,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,8,6,4,6,8,4,7
222,1,9,201,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,0,5,4,4,4,4,2,3
222,1,9,202,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,6,4,7,7,8,2,6
222,1,9,203,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,8,5,6,7,6,3,7
222,1,9,204,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,0,7,6,2,2,8,3,4
222,1,9,205,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,7,5,6,8,2,4,5
222,1,9,206,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,0,6,5,6,2,5,4,6
222,1,9,207,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,8,4,8,6,4,4,7
222,1,9,208,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,8,7,7,8,2,5,8
222,1,9,209,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,0,6,4,5,7,6,3,4
222,1,9,210,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,7,6,9,6,5,5,9
222,1,9,211,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,8,5,7,5,6,5,7
222,1,9,212,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,1,8,6,6,8,5,6,9
222,1,9,213,0,9.52,19.05,23.81,19.05,4.76,23.81,10,6,2,9,3,8,16.67,21.43,7.14,21.43,14.29,19.05,0,6,5,5,4,6,5,5
223,1,9,194,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,7,7,7,8,6,7,6
223,1,9,195,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,6,8,6,7,6,5,5
223,1,9,196,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,0,7,8,6,2,8,2,3
223,1,9,197,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,8,6,7,4,8,5,5
223,1,9,198,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,0,6,8,8,3,4,5,4
223,1,9,199,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,9,7,8,7,5,8,7
223,1,9,200,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,8,9,8,8,7,,7
223,1,9,201,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,8,9,8,8,6,7,6
223,1,9,202,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,6,7,7,7,7,6,5
223,1,9,203,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,9,9,9,8,8,7,8
223,1,9,204,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,8,8,8,8,7,2,6
223,1,9,205,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,8,8,8,8,7,7,8
223,1,9,206,1,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,10,9,10,8,9,6,7
223,1,9,207,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,10,7,6,8,10,5,7
223,1,9,208,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,10,8,8,8,7,6,6
223,1,9,209,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,0,8,9,6,4,6,4,6
223,1,9,210,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,9,9,9,8,7,7,8
223,1,9,211,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,0,9,8,9,2,7,2,6
223,1,9,212,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,9,7,8,8,7,5,7
223,1,9,213,0,17.39,17.39,19.57,19.57,10.87,15.22,9,5,2,7,2,2,27.59,6.9,13.79,20.69,24.14,6.9,1,8,7,8,7,8,6,7
224,1,9,194,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,5,8,7,7,6,7,7
224,1,9,195,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,7,6,7,7,7,8,7
224,1,9,196,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,7,8,5,5,5,5,5
224,1,9,197,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,5,8,8,10,5,7,8
224,1,9,198,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,5,6,6,5,6,5,5
224,1,9,199,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,8,5,5,5,5,5,5
224,1,9,200,1,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,9,6,6,7,6,5,6
224,1,9,201,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,6,6,7,6,6,5,7
224,1,9,202,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,7,6,7,7,7,7,7
224,1,9,203,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,6,8,8,5,5,5,7
224,1,9,204,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,6,2,3,1,3,1,2
224,1,9,205,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,5,1,5,4,5,5,5
224,1,9,206,1,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,6,7,8,8,8,9,5
224,1,9,207,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,8,6,6,7,5,5,6
224,1,9,208,1,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,7,6,5,5,5,5,6
224,1,9,209,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,5,8,6,7,7,7,7
224,1,9,210,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,3,3,8,3,5,5,4
224,1,9,211,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,6,5,5,5,5,5,8
224,1,9,212,1,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,1,8,8,6,6,5,5,7
224,1,9,213,0,17.24,17.24,17.24,17.24,13.79,17.24,10,10,8,10,5,9,21.74,19.57,15.22,21.74,4.35,17.39,0,9,7,7,7,6,7,7
225,1,9,194,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,6,4,5,5,3,4,4
225,1,9,195,1,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,6,7,7,7,6,6,6
225,1,9,196,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,6,5,5,3,2,3,5
225,1,9,197,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,6,6,6,5,6,8,7
225,1,9,198,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,4,5,6,2,3,4,4
225,1,9,199,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,5,6,8,5,5,5,5
225,1,9,200,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,7,7,8,6,9,8,8
225,1,9,201,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,5,7,7,7,8,6,5
225,1,9,202,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,4,6,7,2,5,3,4
225,1,9,203,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,6,5,7,6,8,7,7
225,1,9,204,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,7,7,7,8,7,9,7
225,1,9,205,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,7,4,5,3,7,4,4
225,1,9,206,1,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,6,8,8,8,7,8,7
225,1,9,207,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,9,6,5,8,9,7,8
225,1,9,208,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,8,10,9,9,9,6,8
225,1,9,209,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,6,8,7,8,7,7,7
225,1,9,210,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,5,6,5,4,3,4,4
225,1,9,211,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,6,7,7,6,7,7,7
225,1,9,212,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,0,3,5,5,7,5,4,6
225,1,9,213,0,14.71,14.71,14.71,14.71,20.59,20.59,8,6,4,5,6,7,19.51,14.63,19.51,19.51,12.2,14.63,1,7,7,8,8,7,8,8
226,1,9,194,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,4,5,5,4,5,4,4
226,1,9,195,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,6,7,7,8,6,6,6
226,1,9,196,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,5,8,7,4,6,5,6
226,1,9,197,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,1,8,8,8,8,7,7,8
226,1,9,198,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,3,7,6,3,6,3,4
226,1,9,199,1,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,1,7,6,6,7,6,7,7
226,1,9,200,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,7,7,8,7,7,7,7
226,1,9,201,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,6,7,7,7,5,6,6
226,1,9,202,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,4,7,8,6,5,4,5
226,1,9,203,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,5,8,8,7,5,5,7
226,1,9,204,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,3,3,5,7,6,6,4
226,1,9,205,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,3,7,7,2,6,3,4
226,1,9,206,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,6,8,8,7,8,5,7
226,1,9,207,1,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,1,9,7,7,9,7,7,8
226,1,9,208,1,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,1,8,7,8,8,7,6,8
226,1,9,209,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,5,8,8,7,8,5,6
226,1,9,210,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,6,9,9,7,7,7,7
226,1,9,211,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,6,8,8,7,9,7,7
226,1,9,212,1,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,1,8,7,8,8,7,7,8
226,1,9,213,0,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,0,6,7,6,7,6,6,6
227,1,9,194,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,4,6,6,5,5,5,4
227,1,9,195,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,1,6,4,8,8,5,6,6
227,1,9,196,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,5,7,7,6,5,3,3
227,1,9,197,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,1,7,7,7,7,7,7,7
227,1,9,198,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,3,3,5,4,4,2,2
227,1,9,199,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,1,8,8,8,8,8,8,9
227,1,9,200,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,1,8,7,8,7,8,8,8
227,1,9,201,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,6,8,8,6,7,6,5
227,1,9,202,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,4,6,7,4,5,4,3
227,1,9,203,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,5,7,7,5,6,5,4
227,1,9,204,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,4,4,5,5,5,5,3
227,1,9,205,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,3,5,6,5,5,3,3
227,1,9,206,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,4,5,6,4,5,3,3
227,1,9,207,1,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,1,8,8,7,9,8,8,9
227,1,9,208,1,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,1,8,8,8,8,8,7,8
227,1,9,209,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,4,7,7,5,4,4,4
227,1,9,210,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,5,8,7,7,7,6,5
227,1,9,211,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,6,6,6,5,5,5,5
227,1,9,212,0,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,0,6,8,8,6,6,6,6
227,1,9,213,1,20,16,18,16,16,14,10,8,8,8,6,8,15.69,15.69,17.65,15.69,17.65,17.65,1,6,8,8,7,7,7,6
228,1,9,194,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,0,6,7,6,4,6,5,5
228,1,9,195,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,6,6,7,6,5,6
228,1,9,196,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,7,6,4,5,6,6
228,1,9,197,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,0,5,6,6,6,7,5,5
228,1,9,198,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,9,7,3,8,4,5
228,1,9,199,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,0,6,6,7,4,7,4,4
228,1,9,200,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,0,4,7,7,4,5,4,3
228,1,9,201,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,0,6,7,7,5,5,3,6
228,1,9,202,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,0,4,8,7,6,7,5,4
228,1,9,203,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,7,7,5,5,8,7
228,1,9,204,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,0,4,7,5,5,4,4,4
228,1,9,205,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,7,7,4,7,6,5
228,1,9,206,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,7,7,7,7,7,5,7
228,1,9,207,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,7,5,6,8,6,5,6
228,1,9,208,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,8,6,6,8,6,6,7
228,1,9,209,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,7,7,7,7,4,6
228,1,9,210,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,6,6,7,6,5,6
228,1,9,211,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,6,6,6,5,6,5,6
228,1,9,212,1,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,7,6,7,7,6,6,6
228,1,9,213,0,13.51,18.92,21.62,13.51,13.51,18.92,8,3,5,7,4,7,15.38,10.26,20.51,20.51,15.38,17.95,1,7,5,6,7,5,5,7
229,1,9,194,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,1,5,5,3,5,3,5
229,1,9,195,1,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,1,8,9,7,9,5,5,7
229,1,9,196,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,6,7,8,2,1,1,3
229,1,9,197,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,4,8,8,5,4,3,3
229,1,9,198,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,3,4,5,2,2,2,3
229,1,9,199,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,5,3,6,4,4,4,4
229,1,9,200,1,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,1,8,8,6,6,6,3,
229,1,9,201,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,5,8,7,5,5,5,5
229,1,9,202,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,2,8,9,4,3,2,4
229,1,9,203,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,6,6,9,3,1,2,4
229,1,9,204,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,3,5,8,5,8,6,3
229,1,9,205,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,3,5,4,2,3,3,4
229,1,9,206,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,3,9,8,7,5,4,6
229,1,9,207,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,1,8,5,5,8,3,6,6
229,1,9,208,1,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,1,6,8,7,5,6,3,7
229,1,9,209,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,3,9,8,5,6,3,3
229,1,9,210,1,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,1,6,8,7,5,6,3,7
229,1,9,211,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,6,5,5,5,5,5,3
229,1,9,212,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,0,4,8,7,4,4,3,5
229,1,9,213,0,21.43,16.67,21.43,16.67,11.9,11.9,10,4,4,10,1,1,15.22,19.57,15.22,17.39,21.74,10.87,1,6,8,5,8,5,7,5
230,1,9,194,0,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,0,3,5,5,2,2,2,2
230,1,9,195,0,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,1,8,7,7,7,6,5,7
230,1,9,196,0,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,1,8,7,8,5,5,6,8
230,1,9,197,0,23.81,23.81,23.81,23.81,2.38,2.38,10,10,10,10,10,10,16.67,16.67,16.67,16.67,16.67,16.67,1,7,6,7,6,5,5,6
